published,headlines,articles
2022/07/28,Why a Vogue Cover Created a Controversy for Olena Zelenska,"Still, other readers have come to the defense of Ms. Zelenska, seeing the shoot as a symbol of national pride: a means to show the world Ukrainian elegance; a reminder of the balm that can be found in beauty; and a subtle nod to shared humanity in the face of inhuman aggression. She is not, after all, in a ball gown eating cake. She is in a war zone, looking haunted.

To a certain extent, the debate simply shows how tangled our feelings about fashion still are and how entrenched the view of it as a nonserious subject remains — despite the fact that fashion is a key part of pop culture and the rare equivalent of a global language. It’s one that every politician, and public figure, employs to their own ends, whether they want to admit it or not. (That’s why, despite the risks, they keep appearing in magazines like Vogue.)

The Russian-Ukrainian conflict is a war being conducted on all fronts: on the ground, in the air, in the digital sphere and in the arena of public opinion. (See, for example, Ms. Zelenska’s appearance in Washington last week.) Vogue — and, indeed, any outlet that allows the Ukrainian people to reach different swaths of the global population and influence sentiment — is one of them. As Ms. Zelenska and her husband, who founded one of the biggest television entertainment production companies in Ukraine before getting into politics, know.

By putting Ms. Zelenska on its cover, Vogue is furthering her role as the relatable face, and voice, of the struggle; bringing her up close and personal for the watching world. And by appearing in public, and raising issues in public, when her husband cannot, she is keeping her country’s needs alive in the international conversation at a time when other crises are vying for attention. She has, essentially, weaponized Vogue."
2022/07/28,Your Friday Briefing: Biden and Xi’s Fraught Phone Call,"A tense call between the leaders of the U.S. and China

President Biden and President Xi Jinping of China spoke by phone for two hours and 17 minutes — their first direct conversation in four months during which relations between their countries have soured.

China and the U.S. have been at odds over Russia’s war in Ukraine, tariffs and aggressive Chinese action in the Asia-Pacific region. The future of Taiwan, a self-governing island which China covets and which Biden has said he would defend with force, has become a particularly contentious issue, especially since Speaker of the House Nancy Pelosi is reportedly planning to visit.

China’s Ministry of Foreign Affairs said that the call was productive, but issued a stern warning against what it considered American provocations, without directly mentioning Ms. Pelosi."
2022/07/11,Germany on Edge as Russian Gas Pipeline Goes Offline for Repair,"“It’s simply a situation like we haven’t had before,” Robert Habeck, Germany’s economy minister, told German public radio Deutschlandfunk on Monday. “We honestly always have to prepare for the worst and work a little bit for the best.”

Chancellor Olaf Scholz convened the heads of big German companies in Berlin on Monday to discuss the impact that the war in Ukraine and the economic sanctions against Russia is having on their businesses. Industry leaders are faced with high energy prices and growing uncertainty while struggling to emerge from disruptions caused by pandemic shutdowns and supply chain snarls. Economists are predicting that a full gas cutoff could tip Germany, Europe’s largest economy, into a recession.

Over the weekend, Mr. Habeck reached an agreement with Canada for a turbine needed for the Nord Stream 1 pipeline that had been sent to Montreal for repairs to be returned to Germany. The turbine’s return had been held up by sanctions against Russia, and Gazprom had cited the missing equipment as the reason it was forced to reduce supplies through the pipeline.

Even as Germans are flocking to the beaches and mountains for their summer vacations, the economy ministry is calling on them to begin servicing their furnaces, installing water-saving shower heads and preparing to lower their heating by at least one degree in the coming winter to save energy."
2022/07/27,Germany Counts on Chilled Gas to Keep Warm Over Winter,"WILHELMSHAVEN, Germany — When a major energy company wanted to bring liquefied natural gas to Germany through the North Sea port of Wilhelmshaven three years ago, the proposal hit a brick wall. The company couldn’t find enough customers, the government offered only tepid support and residents denounced the scheme as a threat to a local apple orchard.

“Apple juice, not L.N.G.,” protesters said. The company, Uniper, shelved its plans.

Now, steel pipes are being rammed into the sea floor to prepare for the arrival of a nearly thousand-foot-long L.N.G. processing vessel, the Höegh Esperanza. Nearby, construction crews in bulldozers are digging along the perimeter of a forest to clear the way for a new 20-mile pipeline to connect to Germany’s gas grid.

The hope is for gas to start arriving here before the end of winter, Uniper said, as the demand for heating homes soars."
2022/07/27,Special Military Cell Flows Weapons and Equipment Into Ukraine,"About 75 percent of the arms are sent to staging bases in Poland, where Ukrainian troops pick up their cargo and take it back across the border. Admiral Heinz declined to identify two other neighboring countries where shipments are delivered, citing security concerns by those nations. The planners use different border crossings into Ukraine for weapons and for humanitarian assistance, he said.

In nearly five months, the center has moved more than 78,000 tons of arms, munitions and equipment worth more than $10 billion, U.S. and Western military officials said.

Many Baltic and Eastern European countries have donated Soviet-standard weapons and ammunition that the Ukrainian military has long used. But given the intense fighting, those stocks are running low, if not already depleted. One factory in Europe is making some Soviet-standard munitions, including howitzer shells, and it is operating 24/7, Admiral Heinz said. The shortage has required Ukraine to begin transitioning to Western-standard weapons and ammunition, which are more plentiful.

Once the weapons are in Ukraine, U.S. and other Western military officials say they are not able to track them. They rely on Ukraine’s accounts of how and where the arms are used — although U.S. intelligence and military officials, including Special Operations forces — are in daily contact with their Ukrainian counterparts, U.S. officials said.

American and Ukrainian officials have downplayed reports that some weapons are being siphoned off on the black market in Ukraine, but Admiral Heinz acknowledged that “we are not serial-number tracking these once they go across the border.”

Russia has attacked Ukrainian train depots and warehouses but has not shown it can effectively strike moving targets — like weapons convoys — with its rapidly diminishing arsenal of precision-guided munitions, American officials said."
2022/07/08,"Russia’s Lavrov Is Pariah at Group of 20 Event, but Only for Some","NUSA DUA, Indonesia — He was like a skunk at the tropical resort party, shunned by many, though by no means all.

Russia’s foreign minister, Sergey V. Lavrov, attended a meeting of finance ministers from the Group of 20 industrialized nations in Bali on Friday, despite his country’s pariah status in Europe and elsewhere over its brutal war in Ukraine. His country’s invasion of its neighbor drove two central topics of discussion at the annual event: global disruptions of food and energy supplies.

Secretary of State Antony J. Blinken declined to meet with Mr. Lavrov, as did several other Western foreign ministers. So many attendees refused to pose with Moscow’s top diplomat that a customary group photograph was canceled."
2022/07/26,"Navigating mines and threatened by war, ships laden with grain are expected to leave Odesa soon.","If all goes to plan, a ship captain will weigh anchor at a wharf in Ukraine’s Odesa region in the coming days and steer a cargo vessel loaded with grain through the port before heading gingerly out into the Black Sea. A government vessel will lead the ship through a maze of mines and a rescue boat will follow.

Many eyes will be tracking the voyage. It would be the first since the signing of a deal last Friday to allow a resumption of Ukraine’s grain exports, which have been blocked since Russia’s invasion five months ago by Moscow’s dominance in the Black Sea and Kyiv’s decision to mine its southern ports to forestall a Russian amphibious assault.

Ukraine and Russia together supply more than a quarter of the world’s wheat, and Russia is also a major supplier of fertilizer. Ukraine is also a leading exporter of barley, corn and sunflower."
2022/07/28,This 150-Year-Old Mining Law Hurts Taxpayers and the Environment,"Last year, the bipartisan infrastructure act created the first-ever abandoned hardrock reclamation program. But no money was allocated to pay for it. To get the money, a fair royalty for hardrock mining on public lands would be established by the proposed legislation, one like the royalties established long ago for coal, oil and gas. The royalties would be used to clean up these abandoned mine sites.

The problem is so large that the federal government cannot reclaim the worst of the sites without help. But states, counties, nonprofits and other potential partners in reclamation efforts are hamstrung by federal laws that treat volunteers who want to help clean up abandoned mines as if they were the very polluters who created the messes.

An example is the effort to clean up the Lilly/Orphan Boy mine near Helena, Mont., one of several abandoned mines on Telegraph Creek in the Little Blackfoot watershed. Under a partnership between the Montana Department of Environmental Quality and Trout Unlimited, toxic mine waste was removed from a floodplain. But the partners could not legally treat the acidic pollution flowing directly from the shuttered mine into the creek without taking on liability for a mess they didn’t create. As a result, though the mine was shut down in 1968, the pollution continues.

That’s why another of the proposed measures would provide states, counties and nonprofit groups with carefully prescribed liability protections, allowing these public-private and nonprofit partnerships to begin working on the root of the problem by directly treating toxic discharges.

As the United States pursues a transformation to renewable energy, responsible mining has a crucial role to play. The pandemic revealed major flaws in our reliance on foreign supply chains, and Russia’s war on Ukraine has highlighted the need for secure domestic sources of critical minerals that are the raw materials of clean power generation, electric vehicles and other emerging technologies.

At the same time, we need to invest a fair share of today’s gains into cleaning up the lasting consequences of more than a century of mining on our rivers and streams, fish and wildlife and communities that depend on clean water and healthy landscapes.

Martin Heinrich, a Democrat, represents New Mexico in the U.S. Senate. Chris Wood is the president and chief executive officer of the conservation group Trout Unlimited."
2022/07/28,The Role of Art in a Time of War,"High on a wall of the Palazzo Pitti, in Florence, hangs a famous painting that Rubens completed in the last years of his life.

At its center is Mars, the god of war, surging out in battle armor from the doors of the Temple of Janus.

In Roman peacetime, this temple’s gates were always closed. Now they have burst open, and the frenzy has begun.

Beneath Mars’s feet lie victims about to be trampled. You see a mother looking up with terror at the gathering violence, desperate to protect her wailing child.

Next to her are two figures who have fallen to the ground and are on the verge of destruction. One is a woman with a lute, her instrument already broken. Another is a personified Architecture, his compass falling from his hand.

These are “The Consequences of War,” as Rubens saw them in 1638. Civilians suffer, but not only them; culture is a casualty too."
2022/07/27,Your Wednesday Briefing,"A new Constitution in Tunisia

Tunisians have approved a new Constitution that cements the one-man rule instituted by President Kais Saied, according to the results of a referendum on Monday.

The referendum could spell the end of a young democracy. The Arab Spring uprisings began in Tunisia more than a decade ago. At the time, the country was internationally lauded as the only democracy to survive the revolts.

But in the years since, many Tunisians have come to view the government as corrupt and inadequate. In 2019, frustration with political paralysis and economic devastation led many to look to Saied, a political outsider at the time. That same anger drove some voters to vote yes on the referendum this week.

“If you tell me about democracy or human rights and all that stuff, we haven’t seen any of it in the last 10 years,” a 50-year-old bank employee said. He said he did not mind the Constitution’s concentration of powers in the hands of the president. “A boat needs one captain,” he said. “Personally, I need one captain.”

Context: The Constitution was approved by 94.6 percent of voters, according to the results released yesterday. But most major parties boycotted the vote to avoid lending it greater legitimacy.

Background: Saied suspended Parliament and fired his prime minister a year ago, effectively giving himself almost absolute power."
2022/07/07,Brittney Griner Pleads Guilty to Drug Charges in Russian Court,"American officials insist they are doing all they can to secure the release of Ms. Griner, 31, a seven-time W.N.B.A. All-Star, a two-time Olympic gold medalist and the first openly gay athlete signed to an endorsement contract by Nike. At Thursday’s hearing, the chargé d’affaires at the American Embassy in Moscow, Elizabeth Rood, handed Ms. Griner a letter from President Biden.

“Ms. Griner was able to read that letter,” Ms. Rood told reporters outside the courtroom. “I would like again to emphasize the commitment of the U.S. government at the very highest level to bring home safely Ms. Griner and all U.S. citizens wrongfully detained.”

But with tensions between the United States and Russia at their worst level in decades because of President Vladimir V. Putin’s invasion of Ukraine, Mr. Biden has few options to secure her freedom. That was underscored by Mr. Ryabkov on Thursday as he made some of the most extensive comments by any Russian official about Ms. Griner’s case in the nearly five months she has spent in custody.

“Hype and publicity, for all the love for this genre among modern politicians, only gets in the way in this particular instance,” Mr. Ryabkov said. “This does not just distract from the case, but creates interference in the truest sense of the word. That’s why silence is needed here.”

He hinted, however, that Moscow was interested in negotiating over Ms. Griner’s fate, saying she would be helped by “a serious reading by the American side of the signals that they received from Russia, from Moscow, through specialized channels.”

Mr. Ryabkov did not specify what those signals were, though Russian state media has suggested that the Kremlin might be interested in exchanging the American athlete for Mr. Bout, 55, a former Soviet military officer who made a fortune in global arms trafficking before he was caught in a federal sting operation."
2022/07/27,Hardly Anyone Talks About How Fracking Was an Extraordinary Boondoggle,"Update: This newsletter has been updated to reflect news developments.

In the energy scramble provoked by Russia’s invasion of Ukraine, American liquid natural gas has so far played the role of Europe’s white knight. If Europe manages to keep its lights on, homes heated and factories running this winter, when energy demand is highest, it will be in large part thanks to shipments of American gas, which have more than doubled since the war began. Today, two-thirds of American oil and even more of its gas come from hydraulic fracturing, better known as fracking, which has played this heroic-seeming role before, in the country’s long effort post-9/11 to get out from the grip of Middle Eastern producers and secure what is often described as “energy independence.” (Donald Trump preferred the term “energy dominance.”) It hasn’t proved quite as useful as you might think: Because energy prices are set on global markets, domestic production doesn’t mean Americans pay less at the pump. But thanks in large part to fracking, the United States has become the world’s largest producer of both oil and gas.

Perhaps the most striking fact about the American hydraulic-fracturing boom, though, is unknown to all but the most discriminating consumers of energy news: Fracking has been, for nearly all of its history, a money-losing boondoggle, profitable only recently, after being propped up by so much investment from Wall Street and private equity that it resembled less an efficient-markets no-brainer and more a speculative empire of bubbles like Uber and WeWork. The American shale revolution did bring the country “energy independence,” whatever that has been worth, and more abundant oil and gas. It has indeed reshaped the entire geopolitical landscape for fuel, though not enough to strip leverage from Vladimir Putin. But the revolution wasn’t primarily a result of some market-busting breakthrough or an engineering innovation that allowed the industry to print cash. From the start, the cash moved in the other direction; the revolution happened only because enormous sums of money were poured into the project of making it happen.

Today, with profits aided by the energy price spikes of the last year, the fracking industry is finally, at least for the time being, profitable. But from 2010 to 2020, U.S. shale lost $300 billion. Previously, from 2002 to 2012, Chesapeake, the industry leader, didn’t report positive cash flow once, ending that period with total losses of some $30 billion, as Bethany McLean documents in her 2018 book, “Saudi America,” the single best and most thorough account of the fracking boom up to that point. Between mid-2012 and mid-2017, the 60 biggest fracking companies were losing an average of $9 billion each quarter. From 2006 to 2014, fracking companies lost $80 billion; in 2014, with oil at $100 a barrel, a level that seemed to promise a great cash-out, they lost $20 billion. These losses were mammoth and consistent, adding up to a total that “dwarfs anything in tech/V.C. in that time frame,” as the Bloomberg writer Joe Weisenthal pointed out recently. “There were all these stories written about how V.C.s were subsidizing millennial lifestyles,” he noted on Twitter. “The real story to be written is about the massive subsidy to consumers from everyone who financed Chesapeake and all the companies that lost money fracking last decade.”"
2022/07/26,Our Leaderless Free World,"The central fact about the democratic world today is that it is leaderless.

Twenty-five years ago, we had the confident presences of Bill Clinton, Helmut Kohl and Tony Blair — and Alan Greenspan. Now we have a failing American president, a timorous German chancellor, a British prime minister about to skulk out of office in ignominy and a chairman of the Federal Reserve who last year flubbed the most important decision of his career. Elsewhere: the resignation of Italy’s prime minister, a caretaker government in Israel, the assassination of Japan’s dominant political figure.

This is bad in normal times. It is catastrophic in bad ones. We are stumbling, half-blind, into four distinct but mutually reinforcing crises, each compounding the other.

The first crisis is one of international credibility. The war in Ukraine is not merely a crisis unto itself. It is a symptom of a crisis, which began with a withdrawal from Afghanistan that telegraphed incompetence and weakness and whose consequences were easily predictable. Beyond Ukraine, in which President Biden has committed enough support to prevent outright defeat but not to secure a clear victory, there is an imminent nuclear crisis with Iran, in which the president seems to have no policy other than negotiations that are on the cusp of failure, and another looming crisis over Taiwan, in which he alternates between challenging Beijing and trying to mollify it."
2022/07/26,The I.M.F. warns that a global recession could soon be at hand.,"“Under this scenario, both the United States and the euro area experience near-zero growth next year, with negative knock-on effects for the rest of the world,” Mr. Gourinchas said.

According to the report, the likelihood of a global recession is rising. It said the probability of a recession starting in one of the Group of 7 advanced economies was now nearly 15 percent, four times its usual level. And it said some indicators suggested that the United States was already in a “technical” recession, which the I.M.F. defines as two consecutive quarters of negative growth.

Data set for release on Thursday is expected to show that the U.S. economy grew little or perhaps shrank in the second quarter of 2022.

At a news conference following the release of the report, Mr. Gourinchas added that the I.M.F. was not currently projecting that the United States was in a recession and that even if its economy contracted in the second quarter, defining a recession can be complicated.

“The recession in the way it is defined typically is looking at more than just output, you want to take into account the strength of the labor market,” Mr. Gourinchas said. “The general assessment as to whether the economy is in a recession overall is a little bit more complex.”

Mr. Gourinchas also suggested that the kind of “soft landing” that the Fed was trying to engineer — where it cools the economy just enough without setting off a recession — would be difficult to achieve. As the labor market cools, even a small “shock” could tip the economy into a recession, he said."
2022/07/25,Inside the Azovstal Siege,"On Feb. 24, at the start of Russia’s invasion, the director of Azovstal and its board made a decision that would shape the battle for eastern Ukraine: They turned the plant into a refuge for employees and their families. The plant’s 36 bomb shelters, some more than 20 feet underground, had enough food for weeks.

Ukrainian soldiers also arrived at Azovstal, which they saw as the perfect place to make a last stand, surrounded on three sides by water and ringed by high walls.

But Azovstal also became a trap. The presence of civilians hampered the soldiers’ ability to defend themselves. The presence of Ukrainian fighters meant the civilians had to endure a vicious siege as food and clean water ran out.

On March 21, two helicopters carrying Ukrainian Special Forces fighters, crates of Stinger and Javelin missiles and a satellite internet system made a daring descent into the Azovstal complex. It was the first of seven missions in “Operation Air Corridor” to bring weapons in and wounded soldiers out."
2022/07/26,Your Tuesday Briefing,"Thatcher looms large in U.K. race

Either Rishi Sunak, a former top finance official, or Liz Truss, the foreign secretary, will be the next prime minister of Britain.

Each candidate has tried to adopt the style of Margaret Thatcher, the former prime minister whose right-wing policies remain popular among the Conservative voters that Sunak and Truss hope to win over. They are casting themselves as the heir to Thatcher’s free-market, low-tax, deregulatory revolution at home and her robust defense of Western democracy abroad.

But experts on Thatcher say the candidates are cherry-picking the legacy of the woman known as the Iron Lady. They are emphasizing the crowd-pleasing elements while glossing over the less appetizing ones, like tax increases in 1981, during the depths of a recession, at a time when she was determined to curb runaway inflation.

Sunak: He kicked off his campaign over the weekend in Grantham, Thatcher’s birthplace, and described his agenda as “common-sense Thatcherism.” His approach echoes Thatcher’s belief in balancing the books and her dislike of borrowing, which she viewed as a burden on future generations.

Sunak served in Boris Johnson’s government and is responsible for some of the economic policies he now proposes to sweep away."
2022/07/26,"Bryan Young, an American volunteer who died fighting in Ukraine, felt called to help.","Bryan Young feared for his adopted homeland, his partner said. That’s why Mr. Young, a U.S. Army veteran, left the Republic of Georgia, where he settled and got married after an international cycling trip, and volunteered to fight the Russians.

“We had a very, very big fight because I didn’t want him to go,” said Mr. Young’s partner, Maria Lipka.

In March — not long after Russia invaded Ukraine — Mr. Young traveled to Istanbul, and then Ukraine, enlisting as a volunteer fighter. “He wanted to be useful and he wanted to use his knowledge because he’s former military,” Ms. Lipka said."
2022/07/26,Kyiv Nightlife Comes Back Amid Urge for Contact. ‘This Is the Cure.’,"KYIV — The rave had been planned for weeks, with the space secured and the D.J.s, the drinks, the invites and the security all lined up.

But after a recent missile strike far from the front lines killed more than 25 people, including children, in central Ukraine, an attack that deeply unsettled all Ukraine, the rave organizers met to make a hard, last-minute decision. Should they postpone the party?

They decided: No way.

“That’s exactly what the Russians want,” said Dmytro Vasylkov, one of the organizers."
2022/07/25,"As Prices Soar in Ukraine, War Adds Economic Havoc to the Human Toll","LVIV, Ukraine — At his compact stall in Lviv’s main outdoor food market, Ihor Korpii arranged jars of blueberries that he and his wife had picked from a nearby forest into an attractive display. Fragrant dill and fresh peas harvested from their garden lay in neat piles on a table.

A schoolteacher surviving on modest pay, Mr. Korpii peddles produce during summers to supplement his family’s income. But this year, he has had to raise prices by over 10 percent to make up for a surge in fuel and fertilizer costs brought on by Russia’s invasion. Now, buyers are scarce, and sales have slumped by more than half.

“War has driven up the cost of almost everything, and people are buying much, much less,” Mr. Korpii said, pointing with weather-beaten hands to a heap of unsold carrots. “Everyone, including us, is tightening their belts,” he added. “They’re trying to save money because they don’t know what the future will bring.”"
2022/07/25,"U.K., Eurovision Runner-up to Ukraine, Will Host Song Contest in 2023","Martin Österdahl, Eurovision’s executive supervisor, said in a statement on Monday that the 2023 contest “will showcase the creativity and skill of one of Europe’s most experienced public broadcasters whilst ensuring this year’s winners, Ukraine, are celebrated and represented throughout the event.”

Representatives from UA:PBC, a Ukrainian broadcaster, will work with the BBC on the Ukrainian elements of the show, Eurovision said in a statement. Mykola Chernotytskyi, the chief executive of the broadcaster’s managing board, said in a statement that the event “will not be in Ukraine but in support of Ukraine,” adding that organizers would “add Ukrainian spirit to this event.”

Although the decision was reached with the Ukrainian government, at least one of the country’s past winners still appeared unhappy with Monday’s announcement. Jamala, who won Eurovision in 2016 with “1944,” a song widely interpreted by Eurovision fans as a comment on Russia’s 2014 invasion of Crimea, said in an emailed statement that the decision still felt “a bit premature.”

“With this gesture, they are taking away the hope of Ukrainian people to win this unprovoked war in the near future,” she added."
2022/07/24,Your Monday Briefing,"In declaring the disease a “public health emergency of international concern,” Dr. Tedros Adhanom Ghebreyesus, the W.H.O.’s director general, overruled a panel of advisers, who could not reach a decision.

The declaration signals a public health risk requiring a coordinated international response. That could lead member countries to invest more in their response to outbreaks and encourage nations to share vaccines, treatments and other key resources.

Details: The U.S., Britain and Spain have each recorded about 3,000 cases, and monkeypox has infected more than 16,000 people worldwide, overwhelmingly men who have sex with men. Many infected people report no known source of infection, indicating undetected community spread.

Context: This is the seventh public health emergency since 2007. Currently, the W.H.O. designation is used to describe two other diseases: Covid-19 and polio.

What’s next: One expert estimated that it might take a year or more to control the outbreak. By then, the virus is likely to have infected hundreds of thousands of people and may have permanently entrenched itself in some countries."
2022/07/09,There is no sign of a Russian ‘pause’ for one Ukrainian town under fire.,"BAKHMUT, Ukraine — Russia’s defense ministry has said that it is conducting an “operational pause” in the war in Ukraine to allow units that have been fighting to rest, prompting military analysts to suggest that Russia was not ready to press into a full assault within Donetsk Province after its capture of neighboring Luhansk.

Yet while Russian troops have eased up on the sort of intense, all-day artillery strikes that they unleashed to help capture the final city in Luhansk Province, they have begun launching almost daily strikes on the next line of cities — Sloviansk, Kramatorsk and Bakhmut.

On Friday, families were fixing broken roofs and windows in the city of Bakhmut after another night of Russian shelling. One man died, and three were wounded when multiple rockets smashed into a street of small one-story houses on the eastern side of the city."
2022/07/25,U.S. Officials Grow More Concerned About Potential Action by China on Taiwan,"WASHINGTON — The Biden administration has grown increasingly anxious this summer about China’s statements and actions regarding Taiwan, with some officials fearing that Chinese leaders might try to move against the self-governing island over the next year and a half — perhaps by trying to cut off access to all or part of the Taiwan Strait, through which U.S. naval ships regularly pass.

The internal worries have sharpened in recent days, as the administration quietly works to try to dissuade House Speaker Nancy Pelosi from going through with a proposed visit to Taiwan next month, U.S. officials say. Ms. Pelosi, Democrat of California, would be the first speaker to visit Taiwan since 1997, and the Chinese government has repeatedly denounced her reported plans and threatened retaliation.

U.S. officials see a greater risk of conflict and miscalculation over Ms. Pelosi’s trip as President Xi Jinping of China and other Communist Party leaders prepare in the coming weeks for an important political meeting in which Mr. Xi is expected to extend his rule."
2022/07/25,"As Ukraine Signs Up Soldiers, Questions Arise About How It Chooses","Ukraine has long had conscription, and young men are required to do military service unless they fall into an exempt category, like being enrolled in a university, having a disability or having at least three children. After the war began, all nonexempt men ages 18 to 60 were required to register with their local recruitment offices and undergo medical screening for possible service, but at times enforcement and record-keeping have been haphazard.

Government officials say that only those with military experience or specifically needed skills have been drafted so far, but that others are likely to be called up as the war continues. Critics say that conscription has not been as selective as officials make it out to be, and that with the military in charge of recruitment, registration and drafting, the process is shrouded in secrecy, with little transparency about the standards applied to each step.

“This process of handing out summonses fully complies with the law,” said Yevheniia Riabeka, former legal adviser to the commander in chief of the Armed Forces of Ukraine. “This is a normal attempt to register citizens who are obligated to defend their country.”

Each local recruitment center is given targets for numbers of people to register, she said — but those figures are “completely secret information.”"
2022/07/24,"‘We Survived Another Night’: In Ruined Suburb, Solace in a Small Community","SALTIVKA, Ukraine — On a recent Saturday morning, Yevhenia Botiyeva weeded the flower bed outside her apartment building, a routine she has taken on since she returned home in late spring.

She worked methodically, seemingly unbothered by the apocalyptic landscape of burned buildings, shattered windows and the occasional thud of artillery that surrounded her.

Her husband, Nikolai Kucher, who had survived Covid-19 and a heart attack and now had cancer, would emerge soon from their first-floor apartment to build a wood fire to heat water in a blackened kettle for coffee. But for now it was just Ms. Botiyeva, 82, tending to the overgrown lilies."
2022/07/24,"An American killed in Ukraine was moved to volunteer by his heritage, a friend says.","Mr. Young’s family did not immediately respond to messages and calls on Sunday.

A longtime friend of Mr. Lucyszyn’s, Corey Mesimer, 29, of Myrtle Beach, S.C., confirmed on Sunday that his friend’s family had been informed that Mr. Lucyszyn was killed in battle.

Mr. Lucyszyn, 31, felt a responsibility to travel and fight in Ukraine because his grandmother was born there, and he felt close to his heritage, Mr. Mesimer said.

“That was something that he needed to do; he felt very strongly about it,” Mr. Mesimer said by phone on Sunday. “And even talking to him while he was over there, he felt like it was something that he needed to do for the country of Ukraine.”

Mr. Mesimer said that Mr. Lucyszyn, whom he described as the “life of the party,” had been living in Myrtle Beach for the past two years and that the two had played on the same paintball team there, the Carolina Rage."
2022/07/24,Fears rise for a rights activist captured while fighting for Ukraine.,"The man they know, they say, is the opposite of the one portrayed on Russian television.

“He never accepted either the extreme-right views or the extreme left,” said his mother, Yevheniia Butkevych. “He took shape as a person who is absolutely alien to extreme positions, which, as a rule, are aggressive.”

In fact, Ms. Butkevych said, her son was a pacifist who had maintained after Russian proxies invaded eastern Ukraine in 2014 that the best use of his talents was as an activist. But that changed on Feb. 24, when Russian missiles crashed into his hometown, Kyiv, and cities and towns across the country.

The same day, Mr. Butkevych, 45, reported to a military recruitment center.

“He said, ‘I will leave my human rights work for a while, because now it is necessary, first of all, to protect the country,” Ms. Butkevych recalled. “Because everything I have worked on all these years and everything that we all worked for, the rules of our lives and of our society are now under threat.’”

Mr. Butkevych, her only child, was called up on March 4 and became a platoon commander around Kyiv, before being sent in mid-June to try to reinforce the army as it fought to keep Sievierodonetsk."
2022/07/24,Last Stand at Azovstal: Inside the Siege That Shaped the Ukraine War,"“We locked eyes,” he said. “There was unbelievable happiness.”

Along with the other women in her unit, Ms. Polyakova had been told to stand down on the third day of the war, as the shelling in Mariupol intensified. She hid in the basement of the couple’s apartment building until it was hit by a shell and burned to the ground.

Then she had fled the city on foot.

She made it as far as the outskirts when she was arrested at a checkpoint manned by Russian forces. They had searched her phone, discovered that she was the wife of an Azov soldier and taken her into custody. They called her a fascist and made her sing the Russian national anthem. They told her that her husband was most likely dead.

“Azov fighters are not taken prisoner,” she said they told her. “They are shot on sight.”

She alone from her prison camp was selected as part of the same trade that freed her husband. Ukrainian officials had pressed for their release for the sake of their children, who had been left in the care of an ailing grandmother.

“When I saw him, I simply — I’m even crying now,” she said.

Today, the other surviving soldiers from Azovstal are being held at a prison camp in a Russia-controlled part of eastern Ukraine. The commanders, including Captain Palamar, were transferred to Russia and are being held in Moscow’s Lefortovo Prison, a place of torture during Stalin’s purges.

Ukraine’s leaders have vowed to bring them back alive, but Russian officials are threatening to charge some of them with war crimes. Of the dead, so far the bodies of more than 400 soldiers have been returned to Ukrainian-held territory for burial.

An unknown number remain entombed in the ruins of Azovstal."
2022/07/08,"At Europe’s Largest Port, Russia Sanctions Meet Their Toughest Test","“That first weekend, when the first regulation went into force, we didn’t want to take any risks that a container with certain goods which were not allowed to go to Russia ended up in Russia,” said Mr. Kamp. “So we blocked at the time, a large number of containers, about six or seven thousand. They had to be stopped, we would first investigate,” he added.

The number of backlogged containers languishing at Rotterdam is now down to about 100 awaiting detailed inspection — not enough to slow the humming of this highly automated port that seldom requires human hands to touch a container.

Mr. Kamp had bolstered his staff in previous years because of Britain’s departure from the European Union, building an 850-strong team that left him relatively well-equipped to deal with this new crisis.

“We put in place overtime shifts, extra people from other regions of the country, and we have had dozens of people working on the sanctions,"" he said in an interview."
2022/07/23,Turkey’s Leader Remains a Headache for Biden Despite Aiding in Ukraine Deal,"Mr. Biden seemed especially grateful for the breakthrough. “I want to particularly thank you for what you did putting together the situation with regard to Finland and Sweden,” he told Mr. Erdogan in the presence of reporters.

The two-page agreement said in generalized language that Sweden and Finland would address Turkey’s “pending deportation or extradition requests of terror suspects expeditiously and thoroughly.” But Turkish officials have said they expect the extradition of more than 70 individuals. It was unclear whether Sweden and Finland would agree or how Mr. Erdogan might react if they did not.

On Monday, Mr. Erdogan warned that he could still “freeze” NATO’s expansion if his demands were not met.

Mr. Biden also told Mr. Erdogan in Spain that he supported the sale of 40 American F-16 fighter jets that Turkey requested last fall, along with technology upgrades for dozens of fighters it already owns. Turkey wants those planes in part because the Trump administration canceled plans to sell the country advanced F-35 fighter jets in 2019 after Mr. Erdogan, in one of his more confounding recent moves, purchased Russia’s S-400 antiaircraft missile system in defiance of U.S. warnings.

Mr. Biden denied that he offered the planes to buy Mr. Erdogan’s support for NATO’s expansion. “And there was no quid pro quo with that; it was just that we should sell,” he said. “But I need congressional approval to be able to do that, and I think we can get that.”

Congress’s approval may not be a given. And it was unclear whether Mr. Erdogan might block NATO’s proposed expansion until he reaches a deal on the F-16 jets."
